benchmark,sae,seed,true_l0,sae_l0,dead_latents,shrinkage,explained_variance,mcc,uniqueness,precision,recall,f1,accuracy,sae_type,l0_target,k,widths,max_iterations,l1_coefficient
DAG_RANDOM_WALK,Matryoshka_4,0,8.05466,5.98266,0.0,0.83901046875,0.7765179449027808,0.9049805402755736,0.9907407407407408,0.6170124411582947,0.7507556676864624,0.6615118980407715,0.9942547678947448,Matryoshka,,6.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_5,0,8.05544,6.99805,0.0,0.84350859375,0.78346903072383,0.8934721946716309,0.9876543209876544,0.5462563633918762,0.7541318535804749,0.6124187707901001,0.9924108982086182,Matryoshka,,7.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_6,0,8.07236,7.99328,0.0,0.84697734375,0.7896102980458666,0.8842658400535583,0.9876543209876544,0.5190176367759705,0.7527419924736023,0.5899566411972046,0.9907087087631226,Matryoshka,,8.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_7,0,8.06697,8.9736,0.0,0.849761328125,0.7925966102681445,0.8743141293525696,0.9737654320987654,0.4754768311977386,0.7499232292175293,0.5569578409194946,0.9890709519386292,Matryoshka,,9.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_8,0,8.06001,10.02035,0.0,0.851614140625,0.7961308161413363,0.8691651225090027,0.9691358024691358,0.4577429592609405,0.7512803077697754,0.5397078990936279,0.987455666065216,Matryoshka,,10.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_9,0,8.05006,10.97231,0.0,0.855126875,0.7989147850949654,0.8619993329048157,0.9753086419753086,0.4563824832439422,0.753658652305603,0.5374122262001038,0.986336886882782,Matryoshka,,11.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_0,0,8.00812,1.99745,0.16203703703703703,1.1577112586755858,0.6640026708946328,0.7401646375656128,0.8796296296296297,0.8257779479026794,0.3835749328136444,0.51768958568573,0.981105089187622,Matryoshka,,2.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_1,0,8.01479,3.00586,0.14969135802469136,0.862756965654607,0.7839212543216854,0.7628344297409058,0.9629629629629628,0.8343052864074707,0.5343525409698486,0.6491595506668091,0.9922040104866028,Matryoshka,,3.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_2,0,7.99983,3.98568,0.0,0.9149916422703398,0.8647089651041562,0.8416270613670349,0.9891975308641976,0.9219368696212769,0.6773442625999451,0.777174174785614,0.9952293634414672,Matryoshka,,4.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_3,0,7.99077,4.9854,0.0,0.9981275742126676,0.8928465920420845,0.8421589732170105,0.9891975308641976,0.8736281991004944,0.7592726349830627,0.8092234134674072,0.9958721399307252,Matryoshka,,5.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_4,0,8.02936,6.00929,0.0,0.9863139687945468,0.902200311523806,0.838247537612915,0.9814814814814816,0.7624794244766235,0.7895612120628357,0.769180953502655,0.9952818155288696,Matryoshka,,6.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_5,0,7.99049,6.97382,0.0,1.063141184633546,0.9067172935242678,0.8364348411560059,0.976851851851852,0.6775124073028564,0.8072165846824646,0.7258087992668152,0.994233012199402,Matryoshka,,7.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_6,0,8.017,8.03755,0.0,0.9384787394814532,0.903537413244054,0.8208932876586914,0.9675925925925926,0.6247521638870239,0.7922664880752563,0.6812219619750977,0.992031991481781,Matryoshka,,8.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_7,0,8.03385,9.08954,0.0,0.9873741455899636,0.9030836386156572,0.8094663619995117,0.9567901234567902,0.5845006108283997,0.7826519012451172,0.6526034474372864,0.9904871582984924,Matryoshka,,9.0,3-level,,
HIERARCHICAL_PAIRS,Matryoshka_8,0,8.00637,9.953,0.0,0.9745655213680796,0.9016685138545476,0.7935039401054382,0.9429012345679012,0.5484758615493774,0.770552933216095,0.6176801919937134,0.9887986183166504,Matryoshka,,10.0,3-level,,
